title,,authors,journal,doi
"Infection Control and SARS Transmission among Healthcare Workers, Taiwan",,"Chen, Yee-Chun; Chen, Pei-Jer; Chang, Shan-Chwen; Kao, Chiang-Lian; Wang, Shiou-Hwa; Wang, Li-Hua; Yang, Pan-Chyr",Emerg Infect Dis,10.3201/eid1005.030777
"SARS in Healthcare Facilities, Toronto and Taiwan",,"McDonald, L. Clifford; Simor, Andrew E.; Su, Ih-Jen; Maloney, Susan; Ofner, Marianna; Chen, Kow-Tong; Lando, James F.; McGeer, Allison; Lee, Min-Ling; Jernigan, Daniel B.",Emerg Infect Dis,10.3201/eid1005.030791
"Long-term SARS Coronavirus Excretion from Patient Cohort, China",,"Liu, Wei; Tang, Fang; Fontanet, Arnaud; Zhan, Lin; Zhao, Qiu-Min; Zhang, Pan-He; Wu, Xiao-Ming; Zuo, Shu-Qing; Baril, Laurence; Vabret, Astrid; Xin, Zhong-Tao; Shao, Yi-Ming; Yang, Hong; Cao, Wu-Chun",Emerg Infect Dis,10.3201/eid1010.040297
Virus-specific RNA and Antibody from Convalescent-phase SARS Patients Discharged from Hospital,,"Leong, Hoe Nam; Chan, Kwai Peng; Khan, Ali S.; Oon, Lynette; Se-Thoe, Su Yun; Bai, Xin Lai; Yeo, Daniel; Leo, Yee Sin; Ang, Brenda; Ksiazek, Thomas G.; Ling, Ai Ee",Emerg Infect Dis,10.3201/eid1010.040026
"Laboratory Diagnosis of Four Recent Sporadic Cases of Community-acquired SARS, Guangdong Province, China",,"Liang, Guodong; Chen, Qiuxia; Xu, Jianguo; Liu, Yufei; Lim, Wilina; Peiris, J.S.M.; Anderson, Larry J.; Ruan, Li; Li, Hui; Kan, Biao; Di, Biao; Cheng, Peter; Chan, K.H.; Erdman, Dean D.; Gu, Shuyan; Yan, Xinge; Liang, Weili; Zhou, Duanhua; Haynes, Lia; Duan, Shumin; Zhang, Xin; Zheng, Han; Gao, Yang; Tong, Suxiang; Li, Dexin; Fang, Ling; Qin, Pengzhe; Xu, Wenbo",Emerg Infect Dis,10.3201/eid1010.040445
"SARS in Teaching Hospital, Taiwan",,"Chen, Yee-Chun; Chen, Ming-Fong; Liu, Shuen-Zen; Romeis, James C.; Lee, Yuan-Teh",Emerg Infect Dis,10.3201/eid1010.040356
SARS Patients and Need for Treatment,,"Chan, Johnny W.M.; Lee, Samuel",Emerg Infect Dis,10.3201/eid1010.040091
SARS Coronavirus Detection,,"Nitsche, Andreas; Schweiger, Brunhilde; Ellerbrok, Heinz; Niedrig, Matthias; Pauli, Georg",Emerg Infect Dis,10.3201/eid1007.030678
Psychosocial Impact of SARS,,"Tsang, Hector W.H.; Scudds, Rhonda J.; Chan, Ellen Y.L.",Emerg Infect Dis,10.3201/eid1007.040090
Detection of SARS-associated Coronavirus in Throat Wash and Saliva in Early Diagnosis,,"Wang, Wei-Kung; Chen, Shey-Ying; Liu, I-Jung; Chen, Yee-Chun; Chen, Hui-Ling; Yang, Chao-Fu; Chen, Pei-Jer; Yeh, Shiou-Hwei; Kao, Chuan-Liang; Huang, Li-Min; Hsueh, Po-Ren; Wang, Jann-Tay; Sheng, Wang-Hwei; Fang, Chi-Tai; Hung, Chien-Ching; Hsieh, Szu-Min; Su, Chan-Ping; Chiang, Wen-Chu; Yang, Jyh-Yuan; Lin, Jih-Hui; Hsieh, Szu-Chia; Hu, Hsien-Ping; Chiang, Yu-Ping; Wang, Jin-Town; Yang, Pan-Chyr; Chang, Shan-Chwen",Emerg Infect Dis,10.3201/eid1007.031113
Human Metapneumovirus and Chronic Obstructive Pulmonary Disease,,"Vicente, Diego; Montes, Milagrosa; Cilla, Gustavo; Pérez-Trallero, Emilio",Emerg Infect Dis,10.3201/eid1007.030633
Mice Susceptible to SARS Coronavirus,,"Wentworth, David E.; Gillim-Ross, Laura; Espina, Noel; Bernard, Kristen A.",Emerg Infect Dis,10.3201/eid1007.031119
Syndromic Surveillance,,"Dembek, Zygmunt F.; Cochrane, Dennis G.; Pavlin, Julie A.",Emerg Infect Dis,10.3201/eid1007.031035
Emerging Infections: What Have We Learned from SARS?,,"Galvani, Alison P.",Emerg Infect Dis,10.3201/eid1007.040166
Transporting Patient with Suspected SARS,,"Tsai, Shin-Han; Tsang, Chiu-Man; Wu, Hsueh-Ru; Lu, Li-Hua; Pai, Yung-Chia; Olsen, Mark; Chiu, Wen-Ta",Emerg Infect Dis,10.3201/1007.030608
Human Metapneumovirus and Severity of Respiratory Syncytial Virus Disease,,"Lazar, Isaac; Weibel, Carla; Dziura, James; Ferguson, David; Landry, Marie L.; Kahn, Jeffrey S.",Emerg Infect Dis,10.3201/eid1007.030983
Model Parameters and Outbreak Control for SARS,,"Chowell, Gerardo; Castillo-Chavez, Carlos; Fenimore, Paul W.; Kribs-Zaleta, Christopher M.; Arriola, Leon; Hyman, James M.",Emerg Infect Dis,10.3201/eid1007.030647
"Environmental and Occupational Health Response to SARS, Taiwan, 2003",,"Esswein, Eric J.; Kiefer, Max; Wallingford, Ken; Burr, Greg; Lee, Lukas Jyhun-Hsiarn; Wang, Jung-Der; Wang, Shun Chih; Su, Ih-Jen",Emerg Infect Dis,10.3201/eid1007.030728
"SARS Control and Psychological Effects of Quarantine, Toronto, Canada",,"Hawryluck, Laura; Gold, Wayne L.; Robinson, Susan; Pogorski, Stephen; Galea, Sandro; Styra, Rima",Emerg Infect Dis,10.3201/eid1007.030703
Collecting Data To Assess SARS Interventions,,"Scott, R. Douglas; Gregg, Edward; Meltzer, Martin I.",Emerg Infect Dis,10.3201/eid1007.030749
SARS Molecular Detection External Quality Assurance,,"Drosten, Christian; Doerr, Hans Wilhelm; Lim, Wilina; Stöhr, Klaus; Niedrig, Matthias",Emerg Infect Dis,10.3201/eid1012.040416
"Historical, New, and Reemerging Links between Human and Animal Health",,"Marano, Nina; Pappiaoanou, Marguerite",Emerg Infect Dis,10.3201/eid1012.041037
Wildlife as Source of Zoonotic Infections,,"Kruse, Hilde; Kirkemo, Anne-Mette; Handeland, Kjell",Emerg Infect Dis,10.3201/eid1012.040707
Antibodies to SARS Coronavirus in Civets,,"Tu, Changchun; Crameri, Gary; Kong, Xiangang; Chen, Jinding; Sun, Yanwei; Yu, Meng; Xiang, Hua; Xia, Xianzhu; Liu, Shengwang; Ren, Tao; Yu, Yedong; Eaton, Bryan T.; Xuan, Hua; Wang, Lin-Fa",Emerg Infect Dis,10.3201/eid1012.040520
Why do RNA viruses recombine?,,"Simon-Loriere, Etienne; Holmes, Edward C.",Nature Reviews Microbiology,10.1038/nrmicro2614
Echovirus 7 Entry into Polarized Intestinal Epithelial Cells Requires Clathrin and Rab7,,"Kim, Chonsaeng; Bergelson, Jeffrey M.",mBio,10.1128/mbio.00304-11
Quantifying Type-Specific Reproduction Numbers for Nosocomial Pathogens: Evidence for Heightened Transmission of an Asian Sequence Type 239 MRSA Clone,,"Cooper, Ben S.; Kypraios, Theodore; Batra, Rahul; Wyncoll, Duncan; Tosas, Olga; Edgeworth, Jonathan D.",PLoS Comput Biol,10.1371/journal.pcbi.1002454
A Caprine Herpesvirus 1 Vaccine Adjuvanted with MF59™ Protects against Vaginal Infection and Interferes with the Establishment of Latency in Goats,,"Marinaro, Mariarosaria; Rezza, Giovanni; Del Giudice, Giuseppe; Colao, Valeriana; Tarsitano, Elvira; Camero, Michele; Losurdo, Michele; Buonavoglia, Canio; Tempesta, Maria",PLoS One,10.1371/journal.pone.0034913
Discovery and Genomic Characterization of a Novel Bat Sapovirus with Unusual Genomic Features and Phylogenetic Position,,"Tse, Herman; Chan, Wan-Mui; Li, Kenneth S. M.; Lau, Susanna K. P.; Woo, Patrick C. Y.; Yuen, Kwok-Yung",PLoS One,10.1371/journal.pone.0034987
Simultaneous Identification of DNA and RNA Viruses Present in Pig Faeces Using Process-Controlled Deep Sequencing,,"Sachsenröder, Jana; Twardziok, Sven; Hammerl, Jens A.; Janczyk, Pawel; Wrede, Paul; Hertwig, Stefan; Johne, Reimar",PLoS One,10.1371/journal.pone.0034631
Angiotensin Converting Enzyme (ACE) and ACE2 Bind Integrins and ACE2 Regulates Integrin Signalling,,"Clarke, Nicola E.; Fisher, Martin J.; Porter, Karen E.; Lambert, Daniel W.; Turner, Anthony J.",PLoS One,10.1371/journal.pone.0034747
Altered Thymic Function during Interferon Therapy in HCV-Infected Patients,,"Beq, Stephanie; Rozlan, Sandra; Pelletier, Sandy; Willems, Bernard; Bruneau, Julie; Lelievre, Jean-Daniel; Levy, Yves; Shoukry, Naglaa H.; Cheynier, Rémi",PLoS One,10.1371/journal.pone.0034326
Current Situation and Perspectives of Clinical Study in Integrative Medicine in China,,"Wang, Jie; Xiong, Xingjiang",Evid Based Complement Alternat Med,10.1155/2012/268542
Topographic Changes in SARS Coronavirus–infected Cells at Late Stages of Infection,,"Ng, M.L.; Lee, J.W.M.; Leong, M.L.N.; Ling, A.-E.; Tan, H.-C.; Ooi, E.E.",Emerg Infect Dis,10.3201/eid1011.040195
Nurses' Working Conditions: Implications for Infectious Disease,,"Stone, Patricia W.; Clarke, Sean P.; Cimiotti, Jeannie; Correa-de-Araujo, Rosaly",Emerg Infect Dis,10.3201/eid1011.040253
Nucleocapsid Protein as Early Diagnostic Marker for SARS,,"Che, Xiao-Yan; Hao, Wei; Wang, Yadi; Di, Biao; Yin, Kai; Xu, Yin-Chao; Feng, Chang-Sen; Wan, Zhuo-Yue; Cheng, Vincent C.C.; Yuen, Kwok-Yung",Emerg Infect Dis,10.3201/eid1011.040516
"Plagues, Public Health, and Politics",,"Koplan, Jeffrey P.; McPheeters, Melissa",Emerg Infect Dis,10.3201/eid1011.040673
"Public Health Interventions and SARS Spread, 2003",,"Bell, David M.",Emerg Infect Dis,10.3201/eid1011.040729
Healthcare Settings as Amplifiers of Infectious Disease,,"Chiarello, Linda A.; Tapper, Michael L.",Emerg Infect Dis,10.3201/eid1011.040797_01
Transformation of the Developing World: Socioeconomic Matrix,,"Carroll, Dennis; Gardner, Pierce; Kay, Bradford A.; Osterholm, Michael; Ryan, Edward T.",Emerg Infect Dis,10.3201/eid1011.040797_03
Battling 21st-Century Scourges with a 14th-Century Toolbox,,"Cetron, Martin; Simone, Pattie",Emerg Infect Dis,10.3201/eid1011.040797_12
Emerging Issues for the Public Health Laboratory,,"Somsel, Patricia; Warnock, David",Emerg Infect Dis,10.3201/eid1011.040797_13
Baculovirus-based Vaccine Displaying Respiratory Syncytial Virus Glycoprotein Induces Protective Immunity against RSV Infection without Vaccine-Enhanced Disease,,"Kim, Sol; Chang, Jun",Immune Netw,10.4110/in.2012.12.1.8
Pathogenesis and Tissue Distribution of Avian Infectious Bronchitis Virus Isolate IRFIBV32 (793/B Serotype) in Experimentally Infected Broiler Chickens,,"Boroomand, Zahra; Asasi, Keramat; Mohammadi, Ali",ScientificWorldJournal,10.1100/2012/402537
Pandemic 2009 H1N1 virus infection in children and adults: A cohort study at a single hospital throughout the epidemic,,"Rhim, Jung-Woo; Go, Eun-Ji; Lee, Kyung-Yil; Youn, You-Sook; Kim, Myung-Sook; Park, Sun Hee; Kim, Ji-Chang; Kang, Jin-Han",Int Arch Med,10.1186/1755-7682-5-13
Cough aerosol in healthy participants: fundamental knowledge to optimize droplet-spread infectious respiratory disease management,,"Zayas, Gustavo; Chiang, Ming C; Wong, Eric; MacDonald, Fred; Lange, Carlos F; Senthilselvan, Ambikaipakan; King, Malcolm",BMC Pulm Med,10.1186/1471-2466-12-11
Transmission Electron Microscopy Studies of Cellular Responses to Entry of Virions: One Kind of Natural Nanobiomaterial,,"Liu, Zheng; Liu, Shuyu; Cui, Jinming; Tan, Yurong; He, Jian; Zhang, Jingqiang",Int J Cell Biol,10.1155/2012/596589
"Coordination and resource-related difficulties encountered by Quebec's public health specialists and infectious diseases/medical microbiologists in the management of A (H1N1) - a mixed-method, exploratory survey",,"Nhan, Charles; Laprise, Réjean; Douville-Fradet, Monique; Macdonald, Mary Ellen; Quach, Caroline",BMC Public Health,10.1186/1471-2458-12-115
Phosphorylation events during viral infections provide potential therapeutic targets,,"Keating, Julie A.; Striker, Rob",Reviews in Medical Virology,10.1002/rmv.722
Protective Immunity to Listeria Monocytogenes Infection Mediated by Recombinant Listeria innocua Harboring the VGC Locus,,"Mohamed, Walid; Sethi, Shneh; Tchatalbachev, Svetlin; Darji, Ayub; Chakraborty, Trinad",PLoS One,10.1371/journal.pone.0035503
Anti-HIV-1 Activity of a New Scorpion Venom Peptide Derivative Kn2-7,,"Chen, Yaoqing; Cao, Luyang; Zhong, Maohua; Zhang, Yan; Han, Chen; Li, Qiaoli; Yang, Jingyi; Zhou, Dihan; Shi, Wei; He, Benxia; Liu, Fang; Yu, Jie; Sun, Ying; Cao, Yuan; Li, Yaoming; Li, Wenxin; Guo, Deying; Cao, Zhijian; Yan, Huimin",PLoS One,10.1371/journal.pone.0034947
Transcriptomics of In Vitro Immune-Stimulated Hemocytes from the Manila Clam Ruditapes philippinarum Using High-Throughput Sequencing,,"Moreira, Rebeca; Balseiro, Pablo; Planas, Josep V.; Fuste, Berta; Beltran, Sergi; Novoa, Beatriz; Figueras, Antonio",PLoS One,10.1371/journal.pone.0035009
Airflow Dynamics of Coughing in Healthy Human Volunteers by Shadowgraph Imaging: An Aid to Aerosol Infection Control,,"Tang, Julian W.; Nicolle, Andre; Pantelic, Jovan; Koh, Gerald C.; Wang, Liang De; Amin, Muhammad; Klettner, Christian A.; Cheong, David K. W.; Sekhar, Chandra; Tham, Kwok Wai",PLoS One,10.1371/journal.pone.0034818
Immunization with SARS Coronavirus Vaccines Leads to Pulmonary Immunopathology on Challenge with the SARS Virus,,"Tseng, Chien-Te; Sbrana, Elena; Iwata-Yoshikawa, Naoko; Newman, Patrick C.; Garron, Tania; Atmar, Robert L.; Peters, Clarence J.; Couch, Robert B.",PLoS One,10.1371/journal.pone.0035421
The Influence of Meteorology on the Spread of Influenza: Survival Analysis of an Equine Influenza (A/H3N8) Outbreak,,"Firestone, Simon M.; Cogger, Naomi; Ward, Michael P.; Toribio, Jenny-Ann L. M. L.; Moloney, Barbara J.; Dhand, Navneet K.",PLoS One,10.1371/journal.pone.0035284
Synthetic Biology: Mapping the Scientific Landscape,,"Oldham, Paul; Hall, Stephen; Burton, Geoff",PLoS One,10.1371/journal.pone.0034368
Schizophrenia: A Pathogenetic Autoimmune Disease Caused by Viruses and Pathogens and Dependent on Genes,,"Carter, C. J.",J Pathog,10.4061/2011/128318
Activation of P2X(7) Receptor by ATP Plays an Important Role in Regulating Inflammatory Responses during Acute Viral Infection,,"Lee, Benjamin H.; Hwang, David M.; Palaniyar, Nades; Grinstein, Sergio; Philpott, Dana J.; Hu, Jim",PLoS One,10.1371/journal.pone.0035812
Aerosol Generating Procedures and Risk of Transmission of Acute Respiratory Infections to Healthcare Workers: A Systematic Review,,"Tran, Khai; Cimon, Karen; Severn, Melissa; Pessoa-Silva, Carmem L.; Conly, John",PLoS One,10.1371/journal.pone.0035797
Transcriptome and Comparative Gene Expression Analysis of Sogatella furcifera (Horváth) in Response to Southern Rice Black-Streaked Dwarf Virus,,"Xu, Yi; Zhou, Wenwu; Zhou, Yijun; Wu, Jianxiang; Zhou, Xueping",PLoS One,10.1371/journal.pone.0036238
Distribution and Risk Factors of 2009 Pandemic Influenza A (H1N1) in Mainland China,,"Fang, Li-Qun; Wang, Li-Ping; de Vlas, Sake J.; Liang, Song; Tong, Shi-Lu; Li, Yan-Li; Li, Ya-Pin; Qian, Quan; Yang, Hong; Zhou, Mai-Geng; Wang, Xiao-Feng; Richardus, Jan Hendrik; Ma, Jia-Qi; Cao, Wu-Chun",Am J Epidemiol,10.1093/aje/kwr411
"Replication, Neurotropism, and Pathogenicity of Avian Paramyxovirus Serotypes 1–9 in Chickens and Ducks",,"Kim, Shin-Hee; Xiao, Sa; Shive, Heather; Collins, Peter L.; Samal, Siba K.",PLoS One,10.1371/journal.pone.0034927
Influenza and SARS-Coronavirus Activating Proteases TMPRSS2 and HAT Are Expressed at Multiple Sites in Human Respiratory and Gastrointestinal Tracts,,"Bertram, Stephanie; Heurich, Adeline; Lavender, Hayley; Gierer, Stefanie; Danisch, Simon; Perin, Paula; Lucas, Jared M.; Nelson, Peter S.; Pöhlmann, Stefan; Soilleux, Elizabeth J.",PLoS One,10.1371/journal.pone.0035876
Patterns and influencing factor of synonymous codon usage in porcine circovirus,,"LIU, Xin-sheng; Zhang, Yong-guang; Fang, Yu-zhen; Wang, Yong-lu",Virol J,10.1186/1743-422x-9-68
Development of a Humanized Antibody with High Therapeutic Potential against Dengue Virus Type 2,,"Li, Pi-Chun; Liao, Mei-Ying; Cheng, Ping-Chang; Liang, Jian-Jong; Liu, I-Ju; Chiu, Chien-Yu; Lin, Yi-Ling; Chang, Gwong-Jen J.; Wu, Han-Chung",PLoS Negl Trop Dis,10.1371/journal.pntd.0001636
CD8(+) T Cells in Leishmania Infections: Friends or Foes?,,"Stäger, Simona; Rafati, Sima",Front Immunol,10.3389/fimmu.2012.00005
Macroevolutionary Immunology: A Role for Immunity in the Diversification of Animal life,,"Loker, Eric S.",Front Immunol,10.3389/fimmu.2012.00025
"Knowledge, attitudes and practices related to avian influenza among poultry workers in Nepal: a cross sectional study",,"Neupane, Dinesh; Khanal, Vishnu; Ghimire, Kamal; Aro, Arja R; Leppin, Anja",BMC Infect Dis,10.1186/1471-2334-12-76
Proteomics analysis of differentially expressed proteins in chicken trachea and kidney after infection with the highly virulent and attenuated coronavirus infectious bronchitis virus in vivo,,"Cao, Zhongzan; Han, Zongxi; Shao, Yuhao; Liu, Xiaoli; Sun, Junfeng; Yu, Demin; Kong, Xiangang; Liu, Shengwang",Proteome Sci,10.1186/1477-5956-10-24
Viral Findings in Adult Hematological Patients with Neutropenia,,"Öhrmalm, Lars; Wong, Michelle; Aust, Carl; Ljungman, Per; Norbeck, Oscar; Broliden, Kristina; Tolfvenstam, Thomas",PLoS One,10.1371/journal.pone.0036543
A Single Polar Residue and Distinct Membrane Topologies Impact the Function of the Infectious Bronchitis Coronavirus E Protein,,"Ruch, Travis R.; Machamer, Carolyn E.",PLoS Pathog,10.1371/journal.ppat.1002674
Bats host major mammalian paramyxoviruses,,"Drexler, Jan Felix; Corman, Victor Max; Müller, Marcel Alexander; Maganga, Gael Darren; Vallo, Peter; Binger, Tabea; Gloza-Rausch, Florian; Rasche, Andrea; Yordanov, Stoian; Seebens, Antje; Oppong, Samuel; Sarkodie, Yaw Adu; Pongombo, Célestin; Lukashev, Alexander N.; Schmidt-Chanasit, Jonas; Stöcker, Andreas; Carneiro, Aroldo José Borges; Erbar, Stephanie; Maisner, Andrea; Fronhoffs, Florian; Buettner, Reinhard; Kalko, Elisabeth K.V.; Kruppa, Thomas; Franke, Carlos Roberto; Kallies, René; Yandoko, Emmanuel R.N.; Herrler, Georg; Reusken, Chantal; Hassanin, Alexandre; Krüger, Detlev H.; Matthee, Sonja; Ulrich, Rainer G.; Leroy, Eric M.; Drosten, Christian",Nat Commun,10.1038/ncomms1796
"1,3-Diphenyl-4,5-dihydro-1H-pyrazol-5-one",,"Baddeley, Thomas C.; Wardell, Solange M. S. V.; Tiekink, Edward R. T.; Wardell, James L.",Acta Crystallogr Sect E Struct Rep Online,10.1107/s1600536812009567
Phages and HIV-1: From Display to Interplay,,"Delhalle, Sylvie; Schmit, Jean-Claude; Chevigné, Andy",Int J Mol Sci,10.3390/ijms13044727
The CEA/CD3-Bispecific Antibody MEDI-565 (MT111) Binds a Nonlinear Epitope in the Full-Length but Not a Short Splice Variant of CEA,,"Peng, Li; Oberst, Michael D.; Huang, Jiaqi; Brohawn, Philip; Morehouse, Chris; Lekstrom, Kristen; Baeuerle, Patrick A.; Wu, Herren; Yao, Yihong; Coats, Steven R.; Dall’Acqua, William; Damschroder, Melissa; Hammond, Scott A.",PLoS One,10.1371/journal.pone.0036412
High Throughput Screening for Small Molecule Enhancers of the Interferon Signaling Pathway to Drive Next-Generation Antiviral Drug Discovery,,"Patel, Dhara A.; Patel, Anand C.; Nolan, William C.; Zhang, Yong; Holtzman, Michael J.",PLoS One,10.1371/journal.pone.0036594
The Coronavirus E Protein: Assembly and Beyond,,"Ruch, Travis R.; Machamer, Carolyn E.",Viruses,10.3390/v4030363
Feline Immunodeficiency Virus in South America,,"Teixeira, Bruno M.; Hagiwara, Mitika K.; Cruz, Juliano C. M.; Hosie, Margaret J.",Viruses,10.3390/v4030383
Interplay between Interferon-Mediated Innate Immunity and Porcine Reproductive and Respiratory Syndrome Virus,,"Sun, Yan; Han, Mingyuan; Kim, Chiyong; Calvert, Jay G.; Yoo, Dongwan",Viruses,10.3390/v4040424
Daphne Genkwa Sieb. et Zucc. Water-Soluble Extracts Act on Enterovirus 71 by Inhibiting Viral Entry,,"Chang, Chia-Wen; Leu, Yan-Lii; Horng, Jim-Tong",Viruses,10.3390/v4040539
"Ready, Set, Fuse! The Coronavirus Spike Protein and Acquisition of Fusion Competence",,"Heald-Sargent, Taylor; Gallagher, Tom",Viruses,10.3390/v4040557
Co-circulation of Four Human Coronaviruses (HCoVs) in Queensland Children with Acute Respiratory Tract Illnesses in 2004,,"Mackay, Ian M.; Arden, Katherine E.; Speicher, David J.; O’Neil, Nicholas T.; McErlean, Peter K.; Greer, Ristan M.; Nissen, Michael D.; Sloots, Theo P.",Viruses,10.3390/v4040637
Chinese Medicine Shenfu Injection for Heart Failure: A Systematic Review and Meta-Analysis,,"Wen-Ting, Song; Fa-Feng, Cheng; Li, Xu; Cheng-Ren, Lin; Jian-Xun, Liu",Evid Based Complement Alternat Med,10.1155/2012/713149
Prevalence and risk factors of feline leukaemia virus and feline immunodeficiency virus in peninsular Malaysia,,"Bande, Faruku; Arshad, Siti Suri; Hassan, Latiffah; Zakaria, Zunita; Sapian, Nurul Asyikin; Rahman, Noor Alimah; Alazawy, Amer",BMC Vet Res,10.1186/1746-6148-8-33
Factors influencing integration of TB services in general hospitals in two regions of China: a qualitative study,,"Zou, Guanyang; Wei, Xiaolin; Walley, John D; Yin, Jia; Sun, Qiang",BMC Health Serv Res,10.1186/1472-6963-12-21
Genome Stability of Pandemic Influenza A (H1N1) 2009 Based on Analysis of Hemagglutinin and Neuraminidase Genes,,"Espínola, Emilio E",Open Virol J,10.2174/1874357901206010059
A systematic review to identify areas of enhancements of pandemic simulation models for operational use at provincial and local levels,,"Prieto, Diana M; Das, Tapas K; Savachkin, Alex A; Uribe, Andres; Izurieta, Ricardo; Malavade, Sharad",BMC Public Health,10.1186/1471-2458-12-251
De-Novo Transcriptome Sequencing of a Normalized cDNA Pool from Influenza Infected Ferrets,,"Camp, Jeremy V.; Svensson, Thomas L.; McBrayer, Alexis; Jonsson, Colleen B.; Liljeström, Peter; Bruder, Carl E.",PLoS One,10.1371/journal.pone.0037104
Cell attachment protein VP8* of a human rotavirus specifically interacts with A-type histo-blood group antigen,,"Hu, Liya; Crawford, Sue E.; Czako, Rita; Cortes-Penfield, Nicolas W; Smith, David F.; Le Pendu, Jacques; Estes, Mary K.; Venkataram Prasad, B. V.",Nature,10.1038/nature10996
Interleukin-2 signalling is modulated by a labile disulfide bond in the CD132 chain of its receptor,,"Metcalfe, Clive; Cresswell, Peter; Barclay, A. Neil",Open Biol,10.1098/rsob.110036
A randomized open-label trial on the use of budesonide/formoterol (Symbicort(®)) as an alternative reliever medication for mild to moderate asthmatic attacks,,"Chew, Keng Sheng; Kamarudin, Hamizah; Hashim, Che Wan",Int J Emerg Med,10.1186/1865-1380-5-16
